CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Balance Category,Age Category,Adjusted_Salary,Salary Category,Credit Score Category
15643966,616,Germany,Male,45,3,143129.41,2,No Card,Active,64327.26,Stayed,Medium,Adult,64327.26,Medium,Fair
15737452,653,Germany,Male,58,1,132602.88,1,HasCard,Not Active,5097.67,Left,Medium,Senior,100090.239881,High,Fair
15788218,549,Spain,Female,24,9,0.0,2,HasCard,Active,14406.41,Stayed,No Balance,Young,14406.41,Low,Very Poor
15661507,587,Spain,Male,45,6,0.0,1,No Card,Not Active,158684.81,Stayed,No Balance,Adult,158684.81,High,Fair
15568982,726,France,Female,24,6,0.0,2,HasCard,Active,54724.03,Stayed,No Balance,Young,54724.03,Medium,Good
15577657,732,France,Male,41,8,0.0,2,HasCard,Active,170886.17,Stayed,No Balance,Adult,170886.17,High,Good
15597945,636,Spain,Female,32,8,0.0,2,HasCard,Not Active,138555.46,Stayed,No Balance,Adult,138555.46,High,Fair
15699309,510,Spain,Female,38,4,0.0,1,HasCard,Not Active,118913.53,Left,No Balance,Adult,118913.53,High,Very Poor
15725737,669,France,Male,46,3,0.0,2,No Card,Active,8487.75,Stayed,No Balance,Adult,100090.239881,High,Fair
15625047,846,France,Female,38,5,0.0,1,HasCard,Active,187616.16,Stayed,No Balance,Adult,187616.16,High,Excellent
15738191,577,France,Male,25,3,0.0,2,No Card,Active,124508.29,Stayed,No Balance,Young,124508.29,High,Very Poor
15736816,756,Germany,Male,36,2,136815.64,1,HasCard,Active,170041.95,Stayed,Medium,Adult,170041.95,High,Very Good
15700772,571,France,Male,44,9,0.0,2,No Card,Not Active,38433.35,Stayed,No Balance,Adult,38433.35,Low,Very Poor
15728693,574,Germany,Female,43,3,141349.43,1,HasCard,Active,100187.43,Stayed,Medium,Adult,100187.43,High,Very Poor
15656300,411,France,Male,29,0,59697.17,2,HasCard,Active,53483.21,Stayed,Medium,Young,53483.21,Medium,Very Poor
15589475,591,Spain,Female,39,3,0.0,3,HasCard,Not Active,140469.38,Left,No Balance,Adult,140469.38,High,Fair
15706552,533,France,Male,36,7,85311.7,1,No Card,Active,156731.91,Stayed,Medium,Adult,156731.91,High,Very Poor
15750181,553,Germany,Male,41,9,110112.54,2,No Card,Not Active,81898.81,Stayed,Medium,Adult,81898.81,Medium,Very Poor
15659428,520,Spain,Female,42,6,0.0,2,HasCard,Active,34410.55,Stayed,No Balance,Adult,34410.55,Low,Very Poor
15732963,722,Spain,Female,29,9,0.0,2,HasCard,Active,142033.07,Stayed,No Balance,Young,142033.07,High,Good
15794171,475,France,Female,45,0,134264.04,1,HasCard,Not Active,27822.99,Left,Medium,Adult,27822.99,Low,Very Poor
15788448,490,Spain,Male,31,3,145260.23,1,No Card,Active,114066.77,Stayed,Medium,Adult,114066.77,High,Very Poor
15729599,804,Spain,Male,33,7,76548.6,1,No Card,Active,98453.45,Stayed,Medium,Adult,98453.45,Medium,Excellent
15717426,850,France,Male,36,7,0.0,1,HasCard,Active,40812.9,Stayed,No Balance,Adult,40812.9,Low,Excellent
15585768,582,Germany,Male,41,6,70349.48,2,No Card,Active,178074.04,Stayed,Medium,Adult,178074.04,High,Fair
15619360,472,Spain,Male,40,4,0.0,1,HasCard,Not Active,70154.22,Stayed,No Balance,Adult,70154.22,Medium,Very Poor
15738148,465,France,Female,51,8,122522.32,1,No Card,Not Active,181297.65,Left,Medium,Senior,181297.65,High,Very Poor
15687946,556,France,Female,61,2,117419.35,1,HasCard,Active,94153.83,Stayed,Medium,Senior,94153.83,Medium,Very Poor
15755196,834,France,Female,49,2,131394.56,1,No Card,Not Active,194365.76,Left,Medium,Adult,194365.76,High,Excellent
15684171,660,Spain,Female,61,5,155931.11,1,HasCard,Active,158338.39,Stayed,High Balance,Senior,158338.39,High,Fair
15754849,776,Germany,Female,32,4,109421.13,2,HasCard,Active,126517.46,Stayed,Medium,Adult,126517.46,High,Very Good
15602280,829,Germany,Female,27,9,112045.67,1,HasCard,Active,119708.21,Left,Medium,Young,119708.21,High,Excellent
15771573,637,Germany,Female,39,9,137843.8,1,HasCard,Active,117622.8,Left,Medium,Adult,117622.8,High,Fair
15766205,550,Germany,Male,38,2,103391.38,1,No Card,Active,90878.13,Stayed,Medium,Adult,90878.13,Medium,Very Poor
15771873,776,Germany,Female,37,2,103769.22,2,HasCard,Not Active,194099.12,Stayed,Medium,Adult,194099.12,High,Very Good
15616550,698,Germany,Male,44,10,116363.37,2,HasCard,Not Active,198059.16,Stayed,Medium,Adult,198059.16,High,Good
15768193,585,Germany,Male,36,5,146050.97,2,No Card,Not Active,86424.57,Stayed,Medium,Adult,86424.57,Medium,Fair
15683553,788,France,Female,33,5,0.0,2,No Card,Not Active,116978.19,Stayed,No Balance,Adult,116978.19,High,Very Good
15702298,655,Germany,Male,41,8,125561.97,1,No Card,Not Active,164040.94,Left,Medium,Adult,164040.94,High,Fair
15569590,601,Germany,Male,42,1,98495.72,1,HasCard,Not Active,40014.76,Left,Medium,Adult,40014.76,Low,Fair
15760861,619,France,Male,43,1,125211.92,1,HasCard,Active,113410.49,Stayed,Medium,Adult,113410.49,High,Fair
15630053,656,France,Male,45,5,127864.4,1,HasCard,Not Active,87107.57,Stayed,Medium,Adult,87107.57,Medium,Fair
15647091,725,Germany,Male,19,0,75888.2,1,No Card,Not Active,45613.75,Stayed,Medium,Young,45613.75,Low,Good
15623944,511,Spain,Female,66,4,0.0,1,HasCard,Not Active,1643.11,Left,No Balance,Senior,100090.239881,High,Very Poor
15804771,614,France,Male,51,4,40685.92,1,HasCard,Active,46775.28,Stayed,Medium,Senior,46775.28,Low,Fair
15651280,742,Germany,Male,35,5,136857.0,1,No Card,Not Active,84509.57,Stayed,Medium,Adult,84509.57,Medium,Very Good
15773469,687,Germany,Female,27,9,152328.88,2,No Card,Not Active,126494.82,Stayed,High Balance,Young,126494.82,High,Good
15702014,555,Spain,Male,33,1,56084.69,2,No Card,Not Active,178798.13,Stayed,Medium,Adult,178798.13,High,Very Poor
15751208,684,Spain,Male,56,8,78707.16,1,HasCard,Active,99398.36,Stayed,Medium,Senior,99398.36,Medium,Good
15592461,603,Germany,Male,26,4,109166.37,1,HasCard,Active,92840.67,Stayed,Medium,Young,92840.67,Medium,Fair
15789484,751,Germany,Female,36,6,169831.46,2,HasCard,Active,27758.36,Stayed,High Balance,Adult,27758.36,Low,Very Good
15696061,581,Germany,Female,34,1,101633.04,1,HasCard,Not Active,110431.51,Stayed,Medium,Adult,110431.51,High,Fair
15641582,735,Germany,Male,43,10,123180.01,2,HasCard,Active,196673.28,Stayed,Medium,Adult,196673.28,High,Good
15638424,661,Germany,Female,35,5,150725.53,2,No Card,Active,113656.85,Stayed,High Balance,Adult,113656.85,High,Fair
15755648,675,France,Female,21,8,98373.26,1,HasCard,Not Active,18203.0,Stayed,Medium,Young,18203.0,Low,Good
15703793,738,Germany,Male,58,2,133745.44,4,HasCard,Not Active,28373.86,Left,Medium,Senior,28373.86,Low,Good
15620344,813,France,Male,29,6,0.0,1,HasCard,Not Active,33953.87,Stayed,No Balance,Young,33953.87,Low,Excellent
15812518,657,Spain,Female,37,0,163607.18,1,No Card,Active,44203.55,Stayed,High Balance,Adult,44203.55,Low,Fair
15779052,604,Germany,Female,25,5,157780.84,2,HasCard,Active,58426.81,Stayed,High Balance,Young,58426.81,Medium,Fair
15770811,519,France,Male,36,9,0.0,2,No Card,Active,145562.4,Stayed,No Balance,Adult,145562.4,High,Very Poor
15780961,735,France,Female,21,1,178718.19,2,HasCard,Not Active,22388.0,Stayed,High Balance,Young,22388.0,Low,Good
15614049,664,France,Male,55,8,0.0,2,HasCard,Active,139161.64,Stayed,No Balance,Senior,139161.64,High,Fair
15662085,678,France,Female,32,9,0.0,1,HasCard,Active,148210.64,Stayed,No Balance,Adult,148210.64,High,Good
15575185,757,Spain,Male,33,5,77253.22,1,No Card,Active,194239.63,Stayed,Medium,Adult,194239.63,High,Very Good
15803136,416,Germany,Female,41,10,122189.66,2,HasCard,Not Active,98301.61,Stayed,Medium,Adult,98301.61,Medium,Very Poor
15706021,665,France,Female,34,1,96645.54,2,No Card,Not Active,171413.66,Stayed,Medium,Adult,171413.66,High,Fair
15663706,777,France,Female,32,2,0.0,1,HasCard,Not Active,136458.19,Left,No Balance,Adult,136458.19,High,Very Good
15641732,543,France,Female,36,3,0.0,2,No Card,Not Active,26019.59,Stayed,No Balance,Adult,26019.59,Low,Very Poor
15701164,506,France,Female,34,4,90307.62,1,HasCard,Active,159235.29,Stayed,Medium,Adult,159235.29,High,Very Poor
15738751,493,France,Female,46,4,0.0,2,HasCard,Not Active,1907.66,Stayed,No Balance,Adult,100090.239881,High,Very Poor
15805254,652,Spain,Female,75,10,0.0,2,HasCard,Active,114675.75,Stayed,No Balance,Senior,114675.75,High,Fair
15762418,750,Spain,Male,22,3,121681.82,1,HasCard,Not Active,128643.35,Left,Medium,Young,128643.35,High,Very Good
15625759,729,France,Male,30,9,0.0,2,HasCard,Not Active,151869.35,Stayed,No Balance,Adult,151869.35,High,Good
15622897,646,France,Female,46,4,0.0,3,HasCard,Not Active,93251.42,Left,No Balance,Adult,93251.42,Medium,Fair
15767954,635,Germany,Female,28,3,81623.67,2,HasCard,Active,156791.36,Stayed,Medium,Young,156791.36,High,Fair
15757535,647,Spain,Female,44,5,0.0,3,HasCard,Active,174205.22,Left,No Balance,Adult,174205.22,High,Fair
15731511,808,France,Male,45,7,118626.55,2,HasCard,Not Active,147132.46,Stayed,Medium,Adult,147132.46,High,Excellent
15809248,524,France,Female,36,10,0.0,2,HasCard,Not Active,109614.57,Stayed,No Balance,Adult,109614.57,High,Very Poor
15640635,769,France,Male,29,8,0.0,2,HasCard,Active,172290.61,Stayed,No Balance,Young,172290.61,High,Very Good
15676966,730,Spain,Male,42,4,0.0,2,No Card,Active,85982.47,Stayed,No Balance,Adult,85982.47,Medium,Good
15699461,515,Spain,Male,35,10,176273.95,1,No Card,Active,121277.78,Stayed,High Balance,Adult,121277.78,High,Very Poor
15738721,773,Spain,Male,41,9,102827.44,1,No Card,Active,64595.25,Stayed,Medium,Adult,64595.25,Medium,Very Good
15693683,814,Germany,Male,29,8,97086.4,2,HasCard,Active,197276.13,Stayed,Medium,Young,197276.13,High,Excellent
15604348,710,Spain,Male,22,8,0.0,2,No Card,Not Active,99645.04,Stayed,No Balance,Young,99645.04,Medium,Good
15633059,413,France,Male,34,9,0.0,2,No Card,Not Active,6534.18,Stayed,No Balance,Adult,100090.239881,High,Very Poor
15808582,665,France,Female,40,6,0.0,1,HasCard,Active,161848.03,Stayed,No Balance,Adult,161848.03,High,Fair
15743192,623,France,Female,44,6,0.0,2,No Card,Not Active,167162.43,Stayed,No Balance,Adult,167162.43,High,Fair
15580146,738,France,Male,31,9,82674.15,1,HasCard,Not Active,41970.72,Stayed,Medium,Adult,41970.72,Low,Good
15776605,528,Spain,Male,36,7,0.0,2,HasCard,Not Active,60536.56,Stayed,No Balance,Adult,60536.56,Medium,Very Poor
15804919,670,Spain,Female,65,1,0.0,1,HasCard,Active,177655.68,Left,No Balance,Senior,177655.68,High,Good
15613854,622,Spain,Female,46,4,107073.27,2,HasCard,Active,30984.59,Left,Medium,Adult,30984.59,Low,Fair
15599195,582,Germany,Male,32,1,88938.62,1,HasCard,Active,10054.53,Stayed,Medium,Adult,10054.53,Low,Fair
15812878,785,Germany,Female,36,2,99806.85,1,No Card,Active,36976.52,Stayed,Medium,Adult,36976.52,Low,Very Good
15602312,605,Spain,Male,33,5,150092.8,1,No Card,Not Active,71862.79,Stayed,High Balance,Adult,71862.79,Medium,Fair
15744689,479,Germany,Male,35,9,92833.89,1,HasCard,Not Active,99449.86,Left,Medium,Adult,99449.86,Medium,Very Poor
15803526,685,Germany,Male,30,3,90536.81,1,No Card,Active,63082.88,Stayed,Medium,Adult,63082.88,Medium,Good
15665790,538,Germany,Male,39,7,108055.1,2,HasCard,Not Active,27231.26,Stayed,Medium,Adult,27231.26,Low,Very Poor
15715951,562,France,Male,42,2,100238.35,1,No Card,Not Active,86797.41,Stayed,Medium,Adult,86797.41,Medium,Very Poor
15591100,675,Spain,Male,36,9,106190.55,1,No Card,Active,22994.32,Stayed,Medium,Adult,22994.32,Low,Good
15609618,721,Germany,Male,28,9,154475.54,2,No Card,Active,101300.94,Left,High Balance,Young,101300.94,High,Good
15675522,628,Germany,Female,30,9,132351.29,2,HasCard,Active,74169.13,Stayed,Medium,Adult,74169.13,Medium,Fair
15705512,668,Germany,Female,37,6,167864.4,1,HasCard,Not Active,115638.29,Stayed,High Balance,Adult,115638.29,High,Fair
15698028,506,France,Female,41,1,0.0,2,HasCard,Not Active,31766.3,Stayed,No Balance,Adult,31766.3,Low,Very Poor
15661670,524,Germany,Female,31,8,107818.63,1,HasCard,Not Active,199725.39,Left,Medium,Adult,199725.39,High,Very Poor
15600781,699,Germany,Male,34,4,185173.81,2,HasCard,Not Active,120834.48,Stayed,High Balance,Adult,120834.48,High,Good
15682472,828,France,Male,34,8,129433.34,2,No Card,Not Active,38131.77,Stayed,Medium,Adult,38131.77,Low,Excellent
15580203,674,Spain,Male,39,6,120193.42,1,No Card,Not Active,100130.95,Stayed,Medium,Adult,100130.95,High,Good
15690673,656,France,Female,39,6,0.0,2,HasCard,Not Active,141069.88,Stayed,No Balance,Adult,141069.88,High,Fair
15760085,684,Germany,Female,48,10,126384.42,1,HasCard,Active,198129.36,Stayed,Medium,Adult,198129.36,High,Good
15779659,625,France,Female,28,3,0.0,1,No Card,Not Active,183646.41,Stayed,No Balance,Young,183646.41,High,Fair
15627360,432,France,Male,42,9,152603.45,1,HasCard,Not Active,110265.24,Left,High Balance,Adult,110265.24,High,Very Poor
15671137,549,France,Female,52,1,0.0,1,No Card,Active,8636.05,Left,No Balance,Senior,100090.239881,High,Very Poor
15782688,625,Germany,Male,56,0,148507.24,1,HasCard,Not Active,46824.08,Left,Medium,Senior,46824.08,Low,Fair
15575492,828,France,Female,41,7,0.0,2,HasCard,Not Active,171378.77,Stayed,No Balance,Adult,171378.77,High,Excellent
15591607,770,France,Male,24,9,101827.07,1,HasCard,Not Active,167256.35,Stayed,Medium,Young,167256.35,High,Very Good
15740404,758,France,Female,34,3,0.0,2,HasCard,Active,124226.16,Stayed,No Balance,Adult,124226.16,High,Very Good
15718369,795,Germany,Female,33,9,130862.43,1,HasCard,Active,114935.21,Stayed,Medium,Adult,114935.21,High,Very Good
15677871,687,France,Male,38,9,122570.87,1,HasCard,Active,35608.88,Stayed,Medium,Adult,35608.88,Low,Good
15642004,686,France,Male,25,1,0.0,2,No Card,Active,16459.37,Stayed,No Balance,Young,16459.37,Low,Good
15712543,789,Germany,Male,39,7,124828.46,2,HasCard,Active,124411.08,Stayed,Medium,Adult,124411.08,High,Very Good
15584518,589,Germany,Female,50,5,144895.05,2,HasCard,Active,34941.23,Stayed,Medium,Adult,34941.23,Low,Fair
15802381,461,Germany,Female,34,5,63663.93,1,No Card,Active,167784.28,Stayed,Medium,Adult,167784.28,High,Very Poor
15610156,637,France,Male,40,2,133463.1,1,No Card,Active,93165.34,Stayed,Medium,Adult,93165.34,Medium,Fair
15594408,584,Spain,Female,48,2,213146.2,1,HasCard,Not Active,75161.25,Left,High Balance,Adult,75161.25,Medium,Fair
15640905,579,Spain,Female,35,1,129490.36,2,No Card,Active,8590.83,Left,Medium,Adult,100090.239881,High,Very Poor
15698932,756,Germany,Male,44,10,137452.09,1,HasCard,Not Active,189543.9,Stayed,Medium,Adult,189543.9,High,Very Good
15724944,663,France,Male,34,7,0.0,2,HasCard,Active,180427.24,Stayed,No Balance,Adult,180427.24,High,Fair
15628145,682,France,Female,43,5,125851.93,1,HasCard,Active,193318.33,Stayed,Medium,Adult,193318.33,High,Good
15713483,793,Spain,Male,52,2,0.0,1,HasCard,Not Active,159123.82,Left,No Balance,Senior,159123.82,High,Very Good
15612350,691,France,Female,31,5,40915.55,1,HasCard,Not Active,126213.84,Left,Medium,Adult,126213.84,High,Good
15800703,485,Spain,Female,21,5,113157.22,1,HasCard,Active,54141.5,Stayed,Medium,Young,54141.5,Medium,Very Poor
15705707,635,Spain,Female,29,8,138296.94,2,HasCard,Not Active,141075.51,Stayed,Medium,Young,141075.51,High,Fair
15754105,650,France,Male,37,5,106967.18,1,No Card,Not Active,24495.03,Stayed,Medium,Adult,24495.03,Low,Fair
15703264,735,France,Male,44,9,120681.63,1,HasCard,Not Active,74836.34,Stayed,Medium,Adult,74836.34,Medium,Good
15794413,416,France,Male,32,0,0.0,2,No Card,Active,878.87,Stayed,No Balance,Adult,100090.239881,High,Very Poor
15650237,754,Spain,Female,32,7,0.0,2,HasCard,Not Active,89520.75,Stayed,No Balance,Adult,89520.75,Medium,Very Good
15759618,535,France,Female,48,9,0.0,1,HasCard,Not Active,149892.79,Left,No Balance,Adult,149892.79,High,Very Poor
15811589,716,Spain,Male,42,8,0.0,2,HasCard,Not Active,180800.42,Stayed,No Balance,Adult,180800.42,High,Good
15689044,539,France,Male,37,2,127609.59,1,HasCard,Not Active,98646.22,Stayed,Medium,Adult,98646.22,Medium,Very Poor
15709368,614,France,Female,43,6,0.0,2,HasCard,Active,109041.53,Stayed,No Balance,Adult,109041.53,High,Fair
15679145,706,Spain,Male,57,7,0.0,1,HasCard,Not Active,17941.16,Left,No Balance,Senior,17941.16,Low,Good
15655007,758,France,Female,33,7,0.0,2,No Card,Not Active,82996.47,Stayed,No Balance,Adult,82996.47,Medium,Very Good
15623595,586,Spain,Female,28,2,0.0,2,HasCard,Active,92067.35,Stayed,No Balance,Young,92067.35,Medium,Fair
15589975,646,France,Female,73,6,97259.25,1,No Card,Active,104719.66,Stayed,Medium,Senior,104719.66,High,Fair
15804017,631,Germany,Female,33,4,123246.7,1,No Card,Not Active,112687.57,Stayed,Medium,Adult,112687.57,High,Fair
15692132,717,Spain,Female,22,6,101060.25,1,No Card,Active,84699.56,Stayed,Medium,Young,84699.56,Medium,Good
15641122,684,France,Male,30,2,0.0,2,HasCard,Not Active,83473.82,Stayed,No Balance,Adult,83473.82,Medium,Good
15630910,800,France,Female,49,7,108007.36,1,No Card,Not Active,47125.11,Stayed,Medium,Adult,47125.11,Low,Excellent
15680772,721,Spain,Female,36,2,0.0,2,HasCard,Active,106977.8,Stayed,No Balance,Adult,106977.8,High,Good
15658929,683,Spain,Male,29,0,133702.89,1,HasCard,Not Active,55582.54,Left,Medium,Young,55582.54,Medium,Good
15585388,660,Germany,Male,31,9,125189.75,2,HasCard,Active,139874.43,Stayed,Medium,Adult,139874.43,High,Fair
15724623,704,Germany,Female,24,7,113034.22,1,HasCard,Not Active,162503.48,Left,Medium,Young,162503.48,High,Good
15588537,615,Spain,Female,41,9,109013.23,1,HasCard,Not Active,196499.96,Stayed,Medium,Adult,196499.96,High,Fair
15574692,667,Spain,Female,39,2,0.0,2,HasCard,Not Active,40721.24,Left,No Balance,Adult,40721.24,Low,Fair
15611325,682,Germany,Male,24,9,57929.81,2,No Card,Not Active,53134.3,Stayed,Medium,Young,53134.3,Medium,Good
15587562,484,France,Female,29,4,130114.39,1,HasCard,Not Active,164017.89,Stayed,Medium,Young,164017.89,High,Very Poor
15613172,628,Germany,Male,27,5,95826.49,2,HasCard,Not Active,155996.96,Stayed,Medium,Young,155996.96,High,Fair
15651022,480,Germany,Male,44,10,129608.57,1,HasCard,Not Active,5472.7,Left,Medium,Adult,100090.239881,High,Very Poor
15586310,578,France,Male,30,4,169462.09,1,HasCard,Not Active,112187.11,Stayed,High Balance,Adult,112187.11,High,Very Poor
15625524,512,France,Male,40,5,0.0,2,HasCard,Active,146457.83,Stayed,No Balance,Adult,146457.83,High,Very Poor
15755209,484,Spain,Female,35,7,133868.21,1,HasCard,Active,27286.1,Stayed,Medium,Adult,27286.1,Low,Very Poor
15645248,510,France,Female,30,0,0.0,2,HasCard,Active,130553.47,Stayed,No Balance,Adult,130553.47,High,Very Poor
15790355,606,Germany,Male,36,5,190479.48,2,No Card,Not Active,179351.89,Stayed,High Balance,Adult,179351.89,High,Fair
15762615,597,Spain,Female,40,8,101993.12,1,No Card,Active,94774.12,Stayed,Medium,Adult,94774.12,Medium,Fair
15625426,754,Germany,Female,55,3,161608.81,1,HasCard,Not Active,8080.85,Left,High Balance,Senior,100090.239881,High,Very Good
15716334,850,Spain,Female,45,2,122311.21,1,HasCard,Active,19482.5,Stayed,Medium,Adult,19482.5,Low,Excellent
15789669,510,France,Male,65,2,0.0,2,HasCard,Active,48071.61,Stayed,No Balance,Senior,48071.61,Low,Very Poor
15621075,778,Germany,Female,45,1,162150.42,2,HasCard,Not Active,174531.27,Stayed,High Balance,Adult,174531.27,High,Very Good
15810845,636,France,Male,42,2,0.0,2,HasCard,Active,55470.78,Stayed,No Balance,Adult,55470.78,Medium,Fair
15719377,804,France,Female,50,4,0.0,1,HasCard,Active,8546.87,Left,No Balance,Adult,100090.239881,High,Excellent
15654506,514,France,Male,32,8,0.0,2,HasCard,Not Active,95857.18,Stayed,No Balance,Adult,95857.18,Medium,Very Poor
15771977,730,France,Female,39,1,99010.67,1,HasCard,Not Active,194945.8,Stayed,Medium,Adult,194945.8,High,Good
15708710,525,Spain,Female,37,0,0.0,1,No Card,Active,131521.72,Stayed,No Balance,Adult,131521.72,High,Very Poor
15726676,616,Spain,Male,30,5,0.0,2,No Card,Active,196108.51,Stayed,No Balance,Adult,196108.51,High,Fair
15587421,687,Germany,Female,34,7,111388.18,2,HasCard,Not Active,148564.76,Stayed,Medium,Adult,148564.76,High,Good
15726931,715,France,Female,41,8,56214.85,2,No Card,Not Active,92982.61,Left,Medium,Adult,92982.61,Medium,Good
15771086,512,France,Female,36,3,84327.77,2,HasCard,Not Active,17675.36,Stayed,Medium,Adult,17675.36,Low,Very Poor
15756850,479,France,Male,40,1,0.0,2,No Card,Not Active,114996.43,Stayed,No Balance,Adult,114996.43,High,Very Poor
15702741,601,France,Male,32,8,93012.89,1,HasCard,Not Active,86957.42,Stayed,Medium,Adult,86957.42,Medium,Fair
15679200,580,Spain,Male,29,9,61710.44,2,HasCard,Not Active,128077.8,Stayed,Medium,Young,128077.8,High,Fair
15594815,807,France,Male,35,3,174790.15,1,HasCard,Active,600.36,Stayed,High Balance,Adult,100090.239881,High,Excellent
15635905,616,Spain,Female,32,6,0.0,2,HasCard,Active,43001.46,Stayed,No Balance,Adult,43001.46,Low,Fair
15777892,721,Germany,Male,37,3,107720.64,1,HasCard,Active,158591.12,Stayed,Medium,Adult,158591.12,High,Good
15656176,501,France,Male,57,10,0.0,2,HasCard,Active,47847.19,Stayed,No Balance,Senior,47847.19,Low,Very Poor
15811127,521,France,Male,35,6,96423.84,1,HasCard,Not Active,10488.44,Stayed,Medium,Adult,10488.44,Low,Very Poor
15604482,850,Spain,Male,30,2,141040.01,1,HasCard,Active,5978.2,Stayed,Medium,Adult,100090.239881,High,Excellent
15622911,759,France,Male,42,4,105420.18,1,No Card,Active,121409.06,Stayed,Medium,Adult,121409.06,High,Very Good
15600974,516,Spain,Male,50,5,0.0,1,No Card,Active,146145.93,Left,No Balance,Adult,146145.93,High,Very Poor
15727868,711,France,Female,38,2,129022.06,2,HasCard,Active,14374.86,Left,Medium,Adult,14374.86,Low,Good
15627801,512,Spain,Male,33,3,176666.62,1,HasCard,Not Active,94670.77,Stayed,High Balance,Adult,94670.77,Medium,Very Poor
15773039,550,France,Male,37,3,0.0,1,HasCard,Active,179670.31,Stayed,No Balance,Adult,179670.31,High,Very Poor
15755262,608,Spain,Female,41,3,89763.84,1,No Card,Not Active,199304.74,Left,Medium,Adult,199304.74,High,Fair
15679531,618,France,Male,34,5,134954.53,1,HasCard,Active,151954.39,Stayed,Medium,Adult,151954.39,High,Fair
15684181,643,France,Male,45,5,0.0,1,HasCard,Not Active,142513.5,Left,No Balance,Adult,142513.5,High,Fair
15612087,671,France,Male,45,2,106376.85,1,No Card,Active,158264.62,Stayed,Medium,Adult,158264.62,High,Good
15752047,689,Germany,Male,33,2,161814.64,2,HasCard,Not Active,169381.9,Stayed,High Balance,Adult,169381.9,High,Good
15624592,603,France,Male,31,8,0.0,2,HasCard,Active,169915.02,Stayed,No Balance,Adult,169915.02,High,Fair
15573152,620,France,Female,41,9,0.0,2,No Card,Not Active,88852.47,Stayed,No Balance,Adult,88852.47,Medium,Fair
15594917,676,France,Female,34,1,63095.01,1,HasCard,Active,40645.81,Stayed,Medium,Adult,40645.81,Low,Good
15785542,572,Germany,Male,26,4,118287.01,2,No Card,Not Active,60427.3,Stayed,Medium,Young,60427.3,Medium,Very Poor
15723488,668,Germany,Male,47,7,106854.21,1,No Card,Active,157959.02,Left,Medium,Adult,157959.02,High,Fair
15680920,695,France,Male,46,7,49512.55,1,HasCard,Not Active,133007.34,Stayed,Medium,Adult,133007.34,High,Good
15786308,730,Spain,Female,33,9,0.0,2,No Card,Not Active,176576.62,Stayed,No Balance,Adult,176576.62,High,Good
15659366,807,France,Male,43,1,105799.32,2,HasCard,Not Active,34888.04,Left,Medium,Adult,34888.04,Low,Excellent
15774854,592,France,Male,54,8,0.0,1,HasCard,Active,28737.71,Left,No Balance,Senior,28737.71,Low,Fair
15725311,726,France,Female,31,9,114722.05,2,HasCard,Active,98178.57,Stayed,Medium,Adult,98178.57,Medium,Good
15787155,514,Spain,Male,30,7,0.0,1,No Card,Active,125010.24,Stayed,No Balance,Adult,125010.24,High,Very Poor
15727829,567,France,Male,42,2,0.0,2,HasCard,Active,167984.61,Stayed,No Balance,Adult,167984.61,High,Very Poor
15733247,850,France,Male,33,10,0.0,1,HasCard,Not Active,4861.72,Left,No Balance,Adult,100090.239881,High,Excellent
